State,Year,Crop Name,Temperature Range,Yield (MT),Area (Ha)
Kerala,2006,Rubber,24-32,3379104,1195184
Kerala,2006,Tea,24-32,2439242,874580
Kerala,2005,Black Pepper,24-32,1075416,949059
Kerala,2005,Cashew,24-32,1529326,751343
Kerala,2005,Coconut,24-32,3604259,353296
Kerala,2005,Rice,24-32,2416953,908138
Kerala,2005,Rubber,24-32,1305954,596195
Kerala,2005,Tea,24-32,2738311,839054
Kerala,2004,Black Pepper,24-32,1859688,1085947
Kerala,2004,Cashew,24-32,670923,922215
Kerala,2004,Coconut,24-32,3474671,366363
Kerala,2004,Rice,24-32,1145678,887500
Kerala,2004,Rubber,24-32,1937246,341877
Kerala,2004,Tea,24-32,2217271,1346939
Kerala,2003,Black Pepper,24-32,2837036,649725
Kerala,2003,Cashew,24-32,1596571,605531
Kerala,2003,Coconut,24-32,510586,1130680
Kerala,2003,Rice,24-32,3664334,1240937
Kerala,2003,Rubber,24-32,850467,428541
Kerala,2003,Tea,24-32,1646487,1216249
Kerala,2002,Black Pepper,24-32,2634569,1010089
Kerala,2002,Cashew,24-32,1185143,1288604
Kerala,2002,Coconut,24-32,2513327,373530
Kerala,2002,Rice,24-32,1201464,292392
Kerala,2002,Rubber,24-32,3450354,1062896
Kerala,2002,Tea,24-32,2735380,1006407
Kerala,2001,Black Pepper,24-32,3342834,821329
Kerala,2001,Cashew,24-32,1762491,288558
Kerala,2001,Coconut,24-32,643022,579250
Kerala,2001,Rice,24-32,2502595,1052421
Kerala,2001,Rubber,24-32,677332,562806
Kerala,2001,Tea,24-32,1236037,1156005
Kerala,2000,Black Pepper,24-32,3434410,626280
Kerala,2000,Cashew,24-32,2147668,1104153
Kerala,2000,Coconut,24-32,612514,613912
Kerala,2000,Rice,24-32,714426,244648
Kerala,2000,Rubber,24-32,2985120,1090617
Kerala,2000,Tea,24-32,1127326,350113
Madhya Pradesh,2024,Gram,18-36,7801792,2671347
Madhya Pradesh,2024,Maize,18-36,1673584,822890
Madhya Pradesh,2024,Rice,18-36,6000127,1301469
Madhya Pradesh,2024,Soybean,18-36,12432283,11442344
Madhya Pradesh,2024,Wheat,18-36,21371310,8923273
Madhya Pradesh,2023,Gram,18-36,2631175,1963203
Madhya Pradesh,2023,Maize,18-36,3623872,1212659
Madhya Pradesh,2023,Rice,18-36,2145828,1276636
Madhya Pradesh,2023,Soybean,18-36,8758522,8054754
Madhya Pradesh,2023,Wheat,18-36,14838275,6212334
Madhya Pradesh,2022,Gram,18-36,3132688,857928
Madhya Pradesh,2022,Maize,18-36,2662827,654474
Madhya Pradesh,2022,Rice,18-36,5189613,1039172
Madhya Pradesh,2022,Soybean,18-36,7134584,6604070
Madhya Pradesh,2022,Wheat,18-36,23999355,9999550
Madhya Pradesh,2021,Gram,18-36,1702076,1031470
Madhya Pradesh,2021,Maize,18-36,5280615,378196
Madhya Pradesh,2021,Rice,18-36,4330975,1534778
Madhya Pradesh,2021,Soybean,18-36,9065229,8396288
Madhya Pradesh,2021,Wheat,18-36,24230676,10106590
Madhya Pradesh,2020,Gram,18-36,3641269,1586864
Madhya Pradesh,2020,Maize,18-36,5667223,1569793
Madhya Pradesh,2020,Rice,18-36,3670618,851295
Madhya Pradesh,2020,Soybean,18-36,8117674,7513246
Madhya Pradesh,2020,Wheat,18-36,20869513,8714856
Madhya Pradesh,2019,Gram,18-36,3504846,513538
Madhya Pradesh,2019,Maize,18-36,4732817,1314608
Madhya Pradesh,2019,Rice,18-36,2611229,1387785
Madhya Pradesh,2019,Soybean,18-36,11063712,10203555
Madhya Pradesh,2019,Wheat,18-36,16724184,6951501
Madhya Pradesh,2018,Gram,18-36,1097971,1325889
Madhya Pradesh,2018,Maize,18-36,1951323,1611235
Madhya Pradesh,2018,Rice,18-36,3885648,1939143
Madhya Pradesh,2018,Soybean,18-36,9773414,9011695
Madhya Pradesh,2018,Wheat,18-36,17752919,7419682
Madhya Pradesh,2017,Gram,18-36,2818292,1218240
Madhya Pradesh,2017,Maize,18-36,3038428,959193
Madhya Pradesh,2017,Rice,18-36,1603623,541879
Madhya Pradesh,2017,Soybean,18-36,8578079,7949543
Madhya Pradesh,2017,Wheat,18-36,12862302,5398052
Madhya Pradesh,2016,Gram,18-36,4229986,393565
Madhya Pradesh,2016,Maize,18-36,938187,812828
Madhya Pradesh,2016,Rice,18-36,2138999,1283125
Madhya Pradesh,2016,Soybean,18-36,6905122,6385152
Madhya Pradesh,2016,Wheat,18-36,15734310,6550049
Madhya Pradesh,2015,Gram,18-36,2972461,1056582
Madhya Pradesh,2015,Maize,18-36,3528371,1726296
Madhya Pradesh,2015,Rice,18-36,4061215,847452
Madhya Pradesh,2015,Soybean,18-36,6703266,6202160
Madhya Pradesh,2015,Wheat,18-36,16453118,6867721
Madhya Pradesh,2014,Gram,18-36,2739080,604613
Madhya Pradesh,2014,Maize,18-36,4298578,1805486
Madhya Pradesh,2014,Rice,18-36,1502150,1246189
Madhya Pradesh,2014,Soybean,18-36,6346193,5874017
Madhya Pradesh,2014,Wheat,18-36,14202009,5951227
Madhya Pradesh,2013,Gram,18-36,3192652,823410
Madhya Pradesh,2013,Maize,18-36,2390545,1640816
Madhya Pradesh,2013,Rice,18-36,4384144,953911
Madhya Pradesh,2013,Soybean,18-36,7165163,6647747
Madhya Pradesh,2013,Wheat,18-36,16236978,6808431
Madhya Pradesh,2012,Gram,18-36,1762251,948177
Madhya Pradesh,2012,Maize,18-36,746328,1251898
Madhya Pradesh,2012,Rice,18-36,2094053,1012696
Madhya Pradesh,2012,Soybean,18-36,7447609,6898537
Madhya Pradesh,2012,Wheat,18-36,13417645,5609052
Madhya Pradesh,2011,Gram,18-36,4204501,405671
Madhya Pradesh,2011,Maize,18-36,2889286,1158971
Madhya Pradesh,2011,Rice,18-36,3074441,538850
Madhya Pradesh,2011,Soybean,18-36,6507422,5982225
Madhya Pradesh,2011,Wheat,18-36,16906885,7028222
Madhya Pradesh,2010,Gram,18-36,3064918,574090
Madhya Pradesh,2010,Maize,18-36,2596341,999906
Madhya Pradesh,2010,Rice,18-36,2223830,1050452
Madhya Pradesh,2010,Soybean,18-36,6905884,6354564
Madhya Pradesh,2010,Wheat,18-36,13892805,5810572
Madhya Pradesh,2009,Gram,18-36,3787591,1100665
Madhya Pradesh,2009,Maize,18-36,3979208,1467521
Madhya Pradesh,2009,Rice,18-36,2596808,552336
Madhya Pradesh,2009,Soybean,18-36,7747805,7123747
Madhya Pradesh,2009,Wheat,18-36,14632810,6139390
Madhya Pradesh,2008,Gram,18-36,2973101,334905
Madhya Pradesh,2008,Maize,18-36,1888959,1457991
Madhya Pradesh,2008,Rice,18-36,2413338,485576
Madhya Pradesh,2008,Soybean,18-36,6385071,5883976
Madhya Pradesh,2008,Wheat,18-36,14726610,6139051
Madhya Pradesh,2007,Gram,18-36,588277,260265
Madhya Pradesh,2007,Maize,18-36,2525651,762901
Madhya Pradesh,2007,Rice,18-36,2491779,818981
Madhya Pradesh,2007,Soybean,18-36,5901435,5459809
Madhya Pradesh,2007,Wheat,18-36,15626954,6509504
Madhya Pradesh,2006,Gram,18-36,2276851,597905
Madhya Pradesh,2006,Maize,18-36,1134834,942827
Madhya Pradesh,2006,Rice,18-36,2733054,717530
Madhya Pradesh,2006,Soybean,18-36,5670533,5255263
Madhya Pradesh,2006,Wheat,18-36,12350723,5157188
Madhya Pradesh,2005,Gram,18-36,2495274,440039
Madhya Pradesh,2005,Maize,18-36,3345863,1143712
Madhya Pradesh,2005,Rice,18-36,3245951,365899
Madhya Pradesh,2005,Soybean,18-36,6078741,5617474
Madhya Pradesh,2005,Wheat,18-36,11526759,4825476
Madhya Pradesh,2004,Gram,18-36,490132,897521
Madhya Pradesh,2004,Maize,18-36,3568213,573601
Madhya Pradesh,2004,Rice,18-36,1864398,298624
Madhya Pradesh,2004,Soybean,18-36,5282579,4885525
Madhya Pradesh,2004,Wheat,18-36,13131809,5463495
Madhya Pradesh,2003,Gram,18-36,1132646,310746
Madhya Pradesh,2003,Maize,18-36,2777621,360090
Madhya Pradesh,2003,Rice,18-36,1120404,1276125
Madhya Pradesh,2003,Soybean,18-36,5283927,4892249
Madhya Pradesh,2003,Wheat,18-36,12966385,5393276
Madhya Pradesh,2002,Gram,18-36,2205462,731066
Madhya Pradesh,2002,Maize,18-36,1537377,983287
Madhya Pradesh,2002,Rice,18-36,2366067,329286
Madhya Pradesh,2002,Soybean,18-36,5439169,5020710
Madhya Pradesh,2002,Wheat,18-36,11188107,4684390
Madhya Pradesh,2001,Gram,18-36,1277229,821421
Madhya Pradesh,2001,Maize,18-36,2560951,1032589
Madhya Pradesh,2001,Rice,18-36,976128,604815
Madhya Pradesh,2001,Soybean,18-36,5289894,4885338
Madhya Pradesh,2001,Wheat,18-36,12370882,5149000
Madhya Pradesh,2000,Gram,18-36,1402294,721870
Madhya Pradesh,2000,Maize,18-36,1057255,895767
Madhya Pradesh,2000,Rice,18-36,538954,936602
Madhya Pradesh,2000,Soybean,18-36,5168097,4772023
Madhya Pradesh,2000,Wheat,18-36,10837774,4537413
Maharashtra,2024,Cotton,19-36,7309851,8343694
Maharashtra,2024,Groundnut,19-36,5408977,1439328
Maharashtra,2024,Rice,19-36,2493607,427634
Maharashtra,2024,Sorghum,19-36,5141547,1891208
Maharashtra,2024,Soybean,19-36,4101682,3295371
Maharashtra,2024,Sugarcane,19-36,6867002,547551
Maharashtra,2024,Wheat,19-36,5201912,2437997
Maharashtra,2023,Cotton,19-36,5283507,6032344
Maharashtra,2023,Groundnut,19-36,4235594,787008
Maharashtra,2023,Rice,19-36,4838699,439238
Maharashtra,2023,Sorghum,19-36,6835949,917728
Maharashtra,2023,Soybean,19-36,5564954,4442850
Maharashtra,2023,Sugarcane,19-36,6140708,1077672
Maharashtra,2023,Wheat,19-36,4998070,2283168
Maharashtra,2022,Cotton,19-36,5102395,5813081
Maharashtra,2022,Groundnut,19-36,3169493,739236
Maharashtra,2022,Rice,19-36,1866448,395199
Maharashtra,2022,Sorghum,19-36,1841987,622517
Maharashtra,2022,Soybean,19-36,4769693,3808888
Maharashtra,2022,Sugarcane,19-36,4688341,1044237
Maharashtra,2022,Wheat,19-36,2431940,1386307
Maharashtra,2021,Cotton,19-36,5601532,6380798
Maharashtra,2021,Groundnut,19-36,1224463,877322
Maharashtra,2021,Rice,19-36,2556860,328828
Maharashtra,2021,Sorghum,19-36,5289957,795453
Maharashtra,2021,Soybean,19-36,6061602,4842055
Maharashtra,2021,Sugarcane,19-36,2217288,565802
Maharashtra,2021,Wheat,19-36,2309287,1897355
Maharashtra,2020,Cotton,19-36,5376191,6162410
Maharashtra,2020,Groundnut,19-36,6144015,2474792
Maharashtra,2020,Rice,19-36,4496040,1066004
Maharashtra,2020,Sorghum,19-36,913159,930861
Maharashtra,2020,Soybean,19-36,4008555,3224382
Maharashtra,2020,Sugarcane,19-36,2726706,942903
Maharashtra,2020,Wheat,19-36,5769220,1962597
Maharashtra,2019,Cotton,19-36,4430493,5049033
Maharashtra,2019,Groundnut,19-36,3349475,1496631
Maharashtra,2019,Rice,19-36,5946948,1312392
Maharashtra,2019,Sorghum,19-36,5257274,1389656
Maharashtra,2019,Soybean,19-36,6310390,5062110
Maharashtra,2019,Sugarcane,19-36,1376531,527365
Maharashtra,2019,Wheat,19-36,1773275,1278155
Maharashtra,2018,Cotton,19-36,4252480,4867983
Maharashtra,2018,Groundnut,19-36,4017369,1753351
Maharashtra,2018,Rice,19-36,3623277,617922
Maharashtra,2018,Sorghum,19-36,2209967,1484163
Maharashtra,2018,Soybean,19-36,5051482,4035431
Maharashtra,2018,Sugarcane,19-36,2899652,749379
Maharashtra,2018,Wheat,19-36,4011684,431198
Maharashtra,2017,Cotton,19-36,3596966,4113876
Maharashtra,2017,Groundnut,19-36,2209225,756991
Maharashtra,2017,Rice,19-36,1240441,831043
Maharashtra,2017,Sorghum,19-36,3264478,283458
Maharashtra,2017,Soybean,19-36,4525729,3640048
Maharashtra,2017,Sugarcane,19-36,722841,1380484
Maharashtra,2017,Wheat,19-36,2208546,1353150
Maharashtra,2016,Cotton,19-36,4861494,5541468
Maharashtra,2016,Groundnut,19-36,3785360,868403
Maharashtra,2016,Rice,19-36,908900,1213742
Maharashtra,2016,Sorghum,19-36,5263686,2367745
Maharashtra,2016,Soybean,19-36,6673846,5334215
Maharashtra,2016,Sugarcane,19-36,768257,1388904
Maharashtra,2016,Wheat,19-36,4632929,364530
Maharashtra,2015,Cotton,19-36,4934823,5637241
Maharashtra,2015,Groundnut,19-36,3338287,676879
Maharashtra,2015,Rice,19-36,3460067,1785426
Maharashtra,2015,Sorghum,19-36,1333670,1160863
Maharashtra,2015,Soybean,19-36,4319872,3451367
Maharashtra,2015,Sugarcane,19-36,5007817,1220502
Maharashtra,2015,Wheat,19-36,5876304,1658839
Maharashtra,2014,Cotton,19-36,4793383,5475851
Maharashtra,2014,Groundnut,19-36,2929065,1176304
Maharashtra,2014,Rice,19-36,2900251,1227935
Maharashtra,2014,Sorghum,19-36,1442590,1047561
Maharashtra,2014,Soybean,19-36,4918225,3926698
Maharashtra,2014,Sugarcane,19-36,2279013,1198368
Maharashtra,2014,Wheat,19-36,4733000,898750
Maharashtra,2013,Cotton,19-36,3308208,3789923
Maharashtra,2013,Groundnut,19-36,2315224,1135958
Maharashtra,2013,Rice,19-36,3012600,489752
Maharashtra,2013,Sorghum,19-36,962664,877201
Maharashtra,2013,Soybean,19-36,5464930,4378250
Maharashtra,2013,Sugarcane,19-36,2457627,555739
Maharashtra,2013,Wheat,19-36,4785722,1324235
Maharashtra,2012,Cotton,19-36,3412990,3891232
Maharashtra,2012,Groundnut,19-36,1736714,874272
Maharashtra,2012,Rice,19-36,4360911,1315977
Maharashtra,2012,Sorghum,19-36,1353886,1445001
Maharashtra,2012,Soybean,19-36,4358564,3474716
Maharashtra,2012,Sugarcane,19-36,973516,1005528
Maharashtra,2012,Wheat,19-36,1811389,574129
Maharashtra,2011,Cotton,19-36,3704196,4239448
Maharashtra,2011,Groundnut,19-36,1923258,1601834
Maharashtra,2011,Rice,19-36,3102567,297011
Maharashtra,2011,Sorghum,19-36,824141,623774
Maharashtra,2011,Soybean,19-36,5180621,4132001
Maharashtra,2011,Sugarcane,19-36,3307724,1112054
Maharashtra,2011,Wheat,19-36,1918637,693659
Maharashtra,2010,Cotton,19-36,3898696,4442816
Maharashtra,2010,Groundnut,19-36,2311020,1227582
Maharashtra,2010,Rice,19-36,3712558,1175560
Maharashtra,2010,Sorghum,19-36,3917949,1055562
Maharashtra,2010,Soybean,19-36,4681332,3743791
Maharashtra,2010,Sugarcane,19-36,2060933,989241
Maharashtra,2010,Wheat,19-36,943968,521486
Maharashtra,2009,Cotton,19-36,4051776,4624991
Maharashtra,2009,Groundnut,19-36,3324270,1023786
Maharashtra,2009,Rice,19-36,2982289,1201369
Maharashtra,2009,Sorghum,19-36,2366035,1297784
Maharashtra,2009,Soybean,19-36,4404598,3520230
Maharashtra,2009,Sugarcane,19-36,1490217,459829
Maharashtra,2009,Wheat,19-36,1555640,216144
Maharashtra,2008,Cotton,19-36,3938639,4492706
Maharashtra,2008,Groundnut,19-36,1495686,1251767
Maharashtra,2008,Rice,19-36,2640574,839465
Maharashtra,2008,Sorghum,19-36,3042464,736260
Maharashtra,2008,Soybean,19-36,4016931,3230208
Maharashtra,2008,Sugarcane,19-36,2822951,1129398
Maharashtra,2008,Wheat,19-36,627912,1098372
Maharashtra,2007,Cotton,19-36,3348325,3831042
Maharashtra,2007,Groundnut,19-36,1909462,753597
Maharashtra,2007,Rice,19-36,1977320,424109
Maharashtra,2007,Sorghum,19-36,1962902,1350651
Maharashtra,2007,Soybean,19-36,3849770,3078467
Maharashtra,2007,Sugarcane,19-36,1900164,1249974
Maharashtra,2007,Wheat,19-36,2027926,867779
Maharashtra,2006,Cotton,19-36,2888236,3307047
Maharashtra,2006,Groundnut,19-36,2557985,1067492
Maharashtra,2006,Rice,19-36,3937258,921959
Maharashtra,2006,Sorghum,19-36,2475873,1081288
Maharashtra,2006,Soybean,19-36,3636157,2913021
Maharashtra,2006,Sugarcane,19-36,2940389,945619
Maharashtra,2006,Wheat,19-36,2886012,1428543
Maharashtra,2005,Cotton,19-36,3034236,3468243
Maharashtra,2005,Groundnut,19-36,1340943,789649
Maharashtra,2005,Rice,19-36,3057312,726960
Maharashtra,2005,Sorghum,19-36,2036528,776251
Maharashtra,2005,Soybean,19-36,3953557,3170753
Maharashtra,2005,Sugarcane,19-36,2431925,320067
Maharashtra,2005,Wheat,19-36,3389681,938986
Maharashtra,2004,Cotton,19-36,2881915,3308770
Maharashtra,2004,Groundnut,19-36,2375706,241726
Maharashtra,2004,Rice,19-36,1646097,1140883
Maharashtra,2004,Sorghum,19-36,3154211,605725
Maharashtra,2004,Soybean,19-36,4048080,3229918
Maharashtra,2004,Sugarcane,19-36,1649752,937045
Maharashtra,2004,Wheat,19-36,757832,254624
Maharashtra,2003,Cotton,19-36,3187094,3636836
Maharashtra,2003,Groundnut,19-36,1826129,263167
Maharashtra,2003,Rice,19-36,2843047,1061462
Maharashtra,2003,Sorghum,19-36,852078,689574
Maharashtra,2003,Soybean,19-36,4144717,3307416
Maharashtra,2003,Sugarcane,19-36,805507,908882
Maharashtra,2003,Wheat,19-36,2621386,1279584
Maharashtra,2002,Cotton,19-36,2851876,3259736
Maharashtra,2002,Groundnut,19-36,741797,425157
Maharashtra,2002,Rice,19-36,1396926,763229
Maharashtra,2002,Sorghum,19-36,2561461,303551
Maharashtra,2002,Soybean,19-36,3441527,2763385
Maharashtra,2002,Sugarcane,19-36,914266,970812
Maharashtra,2002,Wheat,19-36,725225,643637
Maharashtra,2001,Cotton,19-36,2684656,3080946
Maharashtra,2001,Groundnut,19-36,2874510,837079
Maharashtra,2001,Rice,19-36,2779309,277099
Maharashtra,2001,Sorghum,19-36,2090682,486776
Maharashtra,2001,Soybean,19-36,3471611,2783603
Maharashtra,2001,Sugarcane,19-36,991343,879066
Maharashtra,2001,Wheat,19-36,1927107,941252
Maharashtra,2000,Cotton,19-36,2688080,3078487
Maharashtra,2000,Groundnut,19-36,2169214,340257
Maharashtra,2000,Rice,19-36,886255,372190
Maharashtra,2000,Sorghum,19-36,2666923,670357
Maharashtra,2000,Soybean,19-36,3624197,2894389
Maharashtra,2000,Sugarcane,19-36,2211543,363282
Maharashtra,2000,Wheat,19-36,2456249,402583
Manipur,2024,Maize,14-30,2564733,547558
Manipur,2024,Potato,14-30,6301794,2260530
Manipur,2024,Rice,14-30,3733741,595811
Manipur,2024,Wheat,14-30,4614405,2290437
Manipur,2023,Maize,14-30,5933246,708877
Manipur,2023,Potato,14-30,6360483,1857671
Manipur,2023,Rice,14-30,5625028,924309
Manipur,2023,Wheat,14-30,1741711,1365307
Manipur,2022,Maize,14-30,2945810,797050
Manipur,2022,Potato,14-30,2084176,1220498
Manipur,2022,Rice,14-30,4213406,1681430
Manipur,2022,Wheat,14-30,2186593,669865
Manipur,2021,Maize,14-30,5837108,1102531
Manipur,2021,Potato,14-30,1897255,1874726
Manipur,2021,Rice,14-30,3990628,494756
Manipur,2021,Wheat,14-30,2023197,935220
Manipur,2020,Maize,14-30,2745352,764026
Manipur,2020,Potato,14-30,5064413,616760
Manipur,2020,Rice,14-30,5571078,1218070
Manipur,2020,Wheat,14-30,5245620,1398601
Manipur,2019,Maize,14-30,910639,619565
Manipur,2019,Potato,14-30,4420304,1371286
Manipur,2019,Rice,14-30,1977841,369049
Manipur,2019,Wheat,14-30,1705680,1595587
Manipur,2018,Maize,14-30,772257,1277057
Manipur,2018,Potato,14-30,5201308,1335851
Manipur,2018,Rice,14-30,6586111,911862
Manipur,2018,Wheat,14-30,2311604,654114
Manipur,2017,Maize,14-30,3611544,491632
Manipur,2017,Potato,14-30,3977977,1412578
Manipur,2017,Rice,14-30,1221417,1396996
Manipur,2017,Wheat,14-30,2380879,1108526
Manipur,2016,Maize,14-30,4500327,1130262
Manipur,2016,Potato,14-30,3267992,574266
Manipur,2016,Rice,14-30,3064807,615975
Manipur,2016,Wheat,14-30,4766742,329366
Manipur,2015,Maize,14-30,3741885,1086295
Manipur,2015,Potato,14-30,2209803,740375
Manipur,2015,Rice,14-30,3090394,1454278
Manipur,2015,Wheat,14-30,3275109,1013741
Manipur,2014,Maize,14-30,1192166,331999
Manipur,2014,Potato,14-30,2230326,1279978
Manipur,2014,Rice,14-30,4814117,953705
Manipur,2014,Wheat,14-30,3254764,608725
Manipur,2013,Maize,14-30,1146481,1149525
Manipur,2013,Potato,14-30,3879656,357126
Manipur,2013,Rice,14-30,2268332,903298
Manipur,2013,Wheat,14-30,1688300,1334163
Manipur,2012,Maize,14-30,1780499,720630
Manipur,2012,Potato,14-30,867757,740689
Manipur,2012,Rice,14-30,1507173,1139458
Manipur,2012,Wheat,14-30,3378880,559544
Manipur,2011,Maize,14-30,1769120,1284326
Manipur,2011,Potato,14-30,1634248,984034
Manipur,2011,Rice,14-30,2122132,950662
Manipur,2011,Wheat,14-30,974645,1261110
Manipur,2010,Maize,14-30,3235064,500084
Manipur,2010,Potato,14-30,2583990,1395173
Manipur,2010,Rice,14-30,1712579,1518080
Manipur,2010,Wheat,14-30,939579,1450331
Manipur,2009,Maize,14-30,4017187,1173422
Manipur,2009,Potato,14-30,3954797,983572
Manipur,2009,Rice,14-30,3271404,915551
Manipur,2009,Wheat,14-30,1178663,491502
Manipur,2008,Maize,14-30,1481727,526457
Manipur,2008,Potato,14-30,3358188,1108732
Manipur,2008,Rice,14-30,3611908,798894
Manipur,2008,Wheat,14-30,3066814,694568
Manipur,2007,Maize,14-30,3345395,249690
Manipur,2007,Potato,14-30,3064451,572864
Manipur,2007,Rice,14-30,2413252,778651
Manipur,2007,Wheat,14-30,997732,930295
Manipur,2006,Maize,14-30,2888891,1278603
Manipur,2006,Potato,14-30,938173,428206
Manipur,2006,Rice,14-30,3634569,445900
Manipur,2006,Wheat,14-30,3041965,1200877
Manipur,2005,Maize,14-30,1090892,1249076
Manipur,2005,Potato,14-30,3076521,335339
Manipur,2005,Rice,14-30,2794484,641375
Manipur,2005,Wheat,14-30,3614139,374262
Manipur,2004,Maize,14-30,2719984,322580
Manipur,2004,Potato,14-30,1949808,319710
Manipur,2004,Rice,14-30,3031101,303439
Manipur,2004,Wheat,14-30,794177,940749
Manipur,2003,Maize,14-30,2959724,737891
Manipur,2003,Potato,14-30,2434213,833535
Manipur,2003,Rice,14-30,3617245,369152
Manipur,2003,Wheat,14-30,3532579,1297220
Manipur,2002,Maize,14-30,862522,906302
Manipur,2002,Potato,14-30,3247876,880402
Manipur,2002,Rice,14-30,2822276,462960
Manipur,2002,Wheat,14-30,3188387,616122
Manipur,2001,Maize,14-30,2287395,517426
Manipur,2001,Potato,14-30,3288229,308578
Manipur,2001,Rice,14-30,2334913,1040847
Manipur,2001,Wheat,14-30,2474764,334602
Manipur,2000,Maize,14-30,1904314,322493
Manipur,2000,Potato,14-30,2858147,831955
Manipur,2000,Rice,14-30,3042765,843234
Manipur,2000,Wheat,14-30,3200695,707480
Meghalaya,2024,Ginger,16-28,5904422,1668181
Meghalaya,2024,Maize,16-28,1975658,822735
Meghalaya,2024,Potato,16-28,4159656,2185563
Meghalaya,2024,Rice,16-28,7911985,1992822
Meghalaya,2023,Ginger,16-28,7929094,2700794
Meghalaya,2023,Maize,16-28,5118524,1996021
Meghalaya,2023,Potato,16-28,2867836,1935648
Meghalaya,2023,Rice,16-28,1509320,1369340
Meghalaya,2022,Ginger,16-28,6432105,1069232
Meghalaya,2022,Maize,16-28,5557708,685230
Meghalaya,2022,Potato,16-28,2350229,1279242
Meghalaya,2022,Rice,16-28,1512553,2562787
Meghalaya,2021,Ginger,16-28,748991,893517
Meghalaya,2021,Maize,16-28,1144308,697564
Meghalaya,2021,Potato,16-28,4699447,1074952
Meghalaya,2021,Rice,16-28,7753160,1278291
Meghalaya,2020,Ginger,16-28,4838621,1553787
Meghalaya,2020,Maize,16-28,5354808,1423207
Meghalaya,2020,Potato,16-28,3074193,1018771
Meghalaya,2020,Rice,16-28,5392987,687171
Meghalaya,2019,Ginger,16-28,3152423,703362
Meghalaya,2019,Maize,16-28,2702335,1850199
Meghalaya,2019,Potato,16-28,2121404,939239
Meghalaya,2019,Rice,16-28,4430384,1369586
Meghalaya,2018,Ginger,16-28,5353739,612933
Meghalaya,2018,Maize,16-28,1344736,575646
Meghalaya,2018,Potato,16-28,5118957,750778
Meghalaya,2018,Rice,16-28,1854359,1360699
Meghalaya,2017,Ginger,16-28,1020493,1683517
Meghalaya,2017,Maize,16-28,3529023,1210848
Meghalaya,2017,Potato,16-28,3892528,1125526
Meghalaya,2017,Rice,16-28,2386408,1697400
Meghalaya,2016,Ginger,16-28,1997833,838847
Meghalaya,2016,Maize,16-28,4454133,1362938
Meghalaya,2016,Potato,16-28,3720280,1198363
Meghalaya,2016,Rice,16-28,2023976,829214
Meghalaya,2015,Ginger,16-28,1160184,1696852
Meghalaya,2015,Maize,16-28,2500402,606739
Meghalaya,2015,Potato,16-28,1680690,802589
Meghalaya,2015,Rice,16-28,5306072,869748
Meghalaya,2014,Ginger,16-28,1478736,1281539
Meghalaya,2014,Maize,16-28,3000343,1269501
Meghalaya,2014,Potato,16-28,1374553,465067
Meghalaya,2014,Rice,16-28,1598273,1415550
Meghalaya,2013,Ginger,16-28,938965,639189
Meghalaya,2013,Maize,16-28,2085463,796144
Meghalaya,2013,Potato,16-28,3258766,907472
Meghalaya,2013,Rice,16-28,2233562,935342
Meghalaya,2012,Ginger,16-28,984338,394759
Meghalaya,2012,Maize,16-28,1681463,313042
Meghalaya,2012,Potato,16-28,2960238,313390
Meghalaya,2012,Rice,16-28,4129983,1059171
Meghalaya,2011,Ginger,16-28,2404631,385097
Meghalaya,2011,Maize,16-28,3882645,1120233
Meghalaya,2011,Potato,16-28,3586785,681451
Meghalaya,2011,Rice,16-28,834320,1673884
Meghalaya,2010,Ginger,16-28,1441282,821713
Meghalaya,2010,Maize,16-28,3002128,582632
Meghalaya,2010,Potato,16-28,2948425,981661
Meghalaya,2010,Rice,16-28,4057525,1527412
Meghalaya,2009,Ginger,16-28,3260365,1329660
Meghalaya,2009,Maize,16-28,912471,505077
Meghalaya,2009,Potato,16-28,2172755,1378282
Meghalaya,2009,Rice,16-28,2664825,556090
Meghalaya,2008,Ginger,16-28,1414390,1409685
Meghalaya,2008,Maize,16-28,3072576,1171927
Meghalaya,2008,Potato,16-28,1130688,1157452
Meghalaya,2008,Rice,16-28,4132315,921520
Meghalaya,2007,Ginger,16-28,3558290,405312
Meghalaya,2007,Maize,16-28,860587,1082178
Meghalaya,2007,Potato,16-28,3777694,1511602
Meghalaya,2007,Rice,16-28,2144727,974133
Meghalaya,2006,Ginger,16-28,4474803,1443674
Meghalaya,2006,Maize,16-28,2643439,516255
Meghalaya,2006,Potato,16-28,1151875,615594
Meghalaya,2006,Rice,16-28,2399008,691743
Meghalaya,2005,Ginger,16-28,1699224,860256
Meghalaya,2005,Maize,16-28,2599356,1462480
Meghalaya,2005,Potato,16-28,3201474,559768
Meghalaya,2005,Rice,16-28,3217362,542751
Meghalaya,2004,Ginger,16-28,834243,1033771
Meghalaya,2004,Maize,16-28,855945,622821
Meghalaya,2004,Potato,16-28,816102,358990
Meghalaya,2004,Rice,16-28,3133895,643657
Meghalaya,2003,Ginger,16-28,1819220,435533
Meghalaya,2003,Maize,16-28,1858672,1182896
Meghalaya,2003,Potato,16-28,1938799,631811
Meghalaya,2003,Rice,16-28,2130049,1074417
Meghalaya,2002,Ginger,16-28,666714,1208072
Meghalaya,2002,Maize,16-28,3011391,874876
Meghalaya,2002,Potato,16-28,3091341,1053324
